catalog,well,plate,order,family,genus,species,date,dates_corr,year,orders
B2-439.1,D9,Glenn_P2,Lepidoptera,Blastobasidae,Blastobasis,NA,44738,2022-06-26,2022,Lepidoptera
B2-461,E9,Glenn_P2,Lepidoptera,Epermeniidae,Epermenia,NA,44742,2022-06-30,2022,Lepidoptera
B2-467,F9,Glenn_P2,Lepidoptera,Tineidae,Tinea,Tinea pellionella,44748,2022-07-06,2022,Lepidoptera
B2-468,G9,Glenn_P2,Lepidoptera,Blastobasidae,Asaphocrita,Asaphocrita irenica,44748,2022-07-06,2022,Lepidoptera
B2-478,H9,Glenn_P2,Lepidoptera,Gelechiidae,Chionodes,NA,44750,2022-07-08,2022,Lepidoptera
B2-482,A10,Glenn_P2,Lepidoptera,Gelechiidae,Aristotelia,NA,44751,2022-07-09,2022,Lepidoptera
B2-485,B10,Glenn_P2,Lepidoptera,Bucculatricidae,Bucculatrix,NA,44751,2022-07-09,2022,Lepidoptera
B2-490,C10,Glenn_P2,Lepidoptera,Tineidae,Amydria,NA,44753,2022-07-11,2022,Lepidoptera
B2-497,D10,Glenn_P2,Lepidoptera,Gelechiidae,NA,NA,44754,2022-07-12,2022,Lepidoptera
B2-500,E10,Glenn_P2,Lepidoptera,Gelechiidae,Isophrictis,NA,44754,2022-07-12,2022,Lepidoptera
B2-502,F10,Glenn_P2,Lepidoptera,Gelechiidae,Chionodes,NA,44754,2022-07-12,2022,Lepidoptera
B2-503,G10,Glenn_P2,Lepidoptera,Gelechiidae,Exoteleia,Exoteleia burkei,44754,2022-07-12,2022,Lepidoptera
B2-508,H10,Glenn_P2,Lepidoptera,Dryadaulidae,Dryadaula,NA,44755,2022-07-13,2022,Lepidoptera
B2-512,A11,Glenn_P2,Lepidoptera,Momphidae,Mompha,NA,44755,2022-07-13,2022,Lepidoptera
B2-513,B11,Glenn_P2,Lepidoptera,Crambidae,Donacaula,NA,44755,2022-07-13,2022,Lepidoptera
B2-514,C11,Glenn_P2,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter manzanita,44755,2022-07-13,2022,Lepidoptera
B2-522,D11,Glenn_P2,NA,NA,NA,NA,44756,2022-07-14,2022,NA
B2-532,E11,Glenn_P2,NA,NA,NA,NA,44756,2022-07-14,2022,NA
B2-520,F11,Glenn_P2,Lepidoptera,Gelechiidae,Aproaerema,NA,44755,2022-07-13,2022,Lepidoptera
B2-539,G11,Glenn_P2,Lepidoptera,Elachistidae,Perittia,Perittia eremonoma,44757,2022-07-15,2022,Lepidoptera
B2-544,H11,Glenn_P2,Lepidoptera,Gracillariidae,Acrocercops,NA,44757,2022-07-15,2022,Lepidoptera
B2-547,A12,Glenn_P2,Lepidoptera,Gelechiidae,Monochroa,Monochroa placidella,44758,2022-07-16,2022,Lepidoptera
B2-548,B12,Glenn_P2,Lepidoptera,Gracillariidae,Caloptilia,Caloptilia nondeterminata,44758,2022-07-16,2022,Lepidoptera
B2-561,C12,Glenn_P2,Lepidoptera,Cosmopterigidae,Stagmatophora,Stagmatophora iridella,44764,2022-07-22,2022,Lepidoptera
B2-563,D12,Glenn_P2,Lepidoptera,Gelechiidae,Aristotelia,NA,44764,2022-07-22,2022,Lepidoptera
B2-565,E12,Glenn_P2,Lepidoptera,Gelechiidae,Gnorimoschema,Gnorimoschema octomaculella,44764,2022-07-22,2022,Lepidoptera
B2-569,F12,Glenn_P2,Lepidoptera,Tineidae,Nemapogon,NA,44764,2022-07-22,2022,Lepidoptera
B2-571,G12,Glenn_P2,Lepidoptera,Nepticulidae,NA,NA,44764,2022-07-22,2022,Lepidoptera
B2-576,H12,Glenn_P2,Lepidoptera,Gelechiidae,Chionodes,NA,44764,2022-07-22,2022,Lepidoptera
CASENT9131740,A1,CAS_P28,Diptera,Blephariceridae,Agathon,doanei,4/26/1981,2019-04-26,2019,Diptera
CASENT9132373,B1,CAS_P28,Plecoptera,Perlodidae,Kogotus,nonus,3/27/1982,2019-03-27,2019,Plecoptera
CASENT9132972,C1,CAS_P28,Ephemeroptera,Ephemerellidae,Ephemerella,maculata,4/28/1981,2019-04-28,2019,Ephemeroptera
CASENT9131731,D1,CAS_P28,Ephemeroptera,Ephemerellidae,Ephemerella,maculata,4/28/1981,2019-04-28,2019,Ephemeroptera
CASENT9131738,E1,CAS_P28,Ephemeroptera,Ephemerellidae,Drunella,flavilinea,5/24/1980,2019-05-24,2019,Ephemeroptera
CASENT9132548,F1,CAS_P28,Ephemeroptera,Ephemerellidae,Drunella,flavilinea,5/24/1980,2019-05-24,2019,Ephemeroptera
CASENT9131754,G1,CAS_P28,Ephemeroptera,Ephemerellidae,Drunella,flavilinea,5/24/1980,2019-05-24,2019,Ephemeroptera
CASENT9132354,H1,CAS_P28,Ephemeroptera,Ephemerellidae,Drunella,flavilinea,4/28/1981,2019-04-28,2019,Ephemeroptera
CASENT9131841,A2,CAS_P28,Ephemeroptera,Siphlonuridae,Siphlonurus,occidentalis,3/27/1981,2019-03-27,2019,Ephemeroptera
CASENT9131837,B2,CAS_P28,Trichoptera,Odontoceridae,Parthina,vierra,7/1980,NA,NA,Trichoptera
CASENT9132376,C2,CAS_P28,Plecoptera,Perlodidae,Kogotus,nonus,3/14/1981,2019-03-14,2019,Plecoptera
CASENT9132446,D2,CAS_P28,Plecoptera,Perlodidae,Kogotus,nonus,3/27/1982,2019-03-27,2019,Plecoptera
CASENT9131825,E2,CAS_P28,Plecoptera,Perlodidae,Kogotus,nonus,3/27/1982,2019-03-27,2019,Plecoptera
CASENT9132375,F2,CAS_P28,Plecoptera,Perlodidae,Kogotus,nonus,4/13/1981,2019-04-13,2019,Plecoptera
CASENT9132436,G2,CAS_P28,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,memorialis,4/16/1983,2019-04-16,2019,Ephemeroptera
CASENT9131993,H2,CAS_P28,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,memorialis,4/16/1983,2019-04-16,2019,Ephemeroptera
CASENT9132378,A3,CAS_P28,Plecoptera,Nemouridae,Zapada,frigida,date uncertain. Spring 1981,NA,NA,Plecoptera
CASENT9132639,B3,CAS_P28,Plecoptera,Perlodidae,Isoperla,marmorata,4/28/1981,2019-04-28,2019,Plecoptera
CASENT9132125,C3,CAS_P28,Plecoptera,Perlodidae,Isoperla,marmorata,4/28/1981,2019-04-28,2019,Plecoptera
CASENT9132641,D3,CAS_P28,Trichoptera,Odontoceridae,Marilia,flexuosa,9/25/1983,2019-09-25,2019,Trichoptera
CASENT9132385,E3,CAS_P28,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,associata,6/17/1981,2019-06-17,2019,Ephemeroptera
CASENT9132761,F3,CAS_P28,Trichoptera,Polycentropodidae,Polycentropus,sp.,6/30/1981,2019-06-30,2019,Trichoptera
CASENT9132381,G3,CAS_P28,Plecoptera,Chloroperlidae,Alloperla,sp.,2/10/1982,2019-02-10,2019,Plecoptera
CASENT9132327,H3,CAS_P28,Trichoptera,Apataniidae,Apatania,sorex,11-5-1982,NA,NA,Trichoptera
CASENT9132482,A4,CAS_P28,Trichoptera,Apataniidae,Apatania,sorex,11/5/1982,2019-11-05,2019,Trichoptera
CASENT9132355,B4,CAS_P28,Trichoptera,Apataniidae,Apatania,sorex,11/5/1982,2019-11-05,2019,Trichoptera
CASENT9132363,C4,CAS_P28,Coleoptera,Dytiscidae,Agabus,sp.,~6/17/1981,NA,NA,Coleoptera
CASENT9131900,D4,CAS_P28,Trichoptera,Polycentropodidae,Polycentropus,halidus,6/30/1981,2019-06-30,2019,Trichoptera
CASENT9132829,E4,CAS_P28,Trichoptera,Polycentropodidae,Polycentropus,halidus,9/17/1982,2019-09-17,2019,Trichoptera
CASENT9132360,F4,CAS_P28,Trichoptera,Polycentropodidae,Polycentropus,halidus,9/17/1982,2019-09-17,2019,Trichoptera
CASENT9132864,G4,CAS_P28,Trichoptera,Polycentropodidae,Polycentropus,halidus,9/17/1982,2019-09-17,2019,Trichoptera
CASENT9132172,H4,CAS_P28,Plecoptera,Nemouridae,Soyedina,producta,3/16/1981,2019-03-16,2019,Plecoptera
CASENT9132629,A5,CAS_P28,Plecoptera,Nemouridae,Soyedina,producta,2/7/1982,2019-02-07,2019,Plecoptera
CASENT9132755,B5,CAS_P28,Plecoptera,Taeniopterygidae,Oemopteryx,vanduzeea,2/7/1982,2019-02-07,2019,Plecoptera
CASENT9132177,C5,CAS_P28,Plecoptera,Taeniopterygidae,Oemopteryx,vanduzeea,2/7/1982,2019-02-07,2019,Plecoptera
CASENT9132924,D5,CAS_P28,Plecoptera,Taeniopterygidae,Oemopteryx,vanduzeea,2/7/1982,2019-02-07,2019,Plecoptera
CASENT9131843,E5,CAS_P28,Ephemeroptera,Baetidae,Baetis,tricaudatus,3/16/1981,2019-03-16,2019,Ephemeroptera
CASENT9132358,F5,CAS_P28,Ephemeroptera,Baetidae,Baetis,tricaudatus,4/18/1983,2019-04-18,2019,Ephemeroptera
CASENT9132182,G5,CAS_P28,Ephemeroptera,Baetidae,Baetis,tricaudatus,4/18/1983,2019-04-18,2019,Ephemeroptera
CASENT9132357,H5,CAS_P28,Ephemeroptera,Baetidae,Baetis,tricaudatus,4/18/1983,2019-04-18,2019,Ephemeroptera
CASENT9131838,A6,CAS_P28,Plecoptera,Nemouridae,Prostoia,besametsa,4/1/1983,2019-04-01,2019,Plecoptera
CASENT9132176,B6,CAS_P28,Plecoptera,Chloroperlidae,Sweltsa,borealis,3/19/1982,2019-03-19,2019,Plecoptera
CASENT9132365,C6,CAS_P28,Plecoptera,Chloroperlidae,Sweltsa,borealis,3/20/1982,2019-03-20,2019,Plecoptera
CASENT9132367,D6,CAS_P28,Plecoptera,Chloroperlidae,Sweltsa,borealis,4/18/1983,2019-04-18,2019,Plecoptera
CASENT9132654,E6,CAS_P28,Trichoptera,Glossosomatidae,Glossosoma,califica,8/00/1980,NA,NA,Trichoptera
CASENT9132356,F6,CAS_P28,Trichoptera,Glossosomatidae,Glossosoma,califica,8/00/1981,NA,NA,Trichoptera
CASENT9132890,G6,CAS_P28,Trichoptera,Glossosomatidae,Glossosoma,califica,8/00/1982,NA,NA,Trichoptera
CASENT9131835,H6,CAS_P28,Ephemeroptera,Heptageniidae,Cinygma,sp.,5/21/1980,2019-05-21,2019,Ephemeroptera
CASENT9131839,A7,CAS_P28,Coleoptera,Psephenidae,Eubrianax,edwardsii,4/001981,NA,NA,Coleoptera
CASENT9131844,B7,CAS_P28,Plecoptera,Taeniopterygidae,Oemopteryx,vanduzeea,2/7/1982,2019-02-07,2019,Plecoptera
CASENT9131902,C7,CAS_P28,Plecoptera,Taeniopterygidae,Oemopteryx,vanduzeea,2/18/1982,2019-02-18,2019,Plecoptera
CASENT9131909,D7,CAS_P28,Plecoptera,Taeniopterygidae,Oemopteryx,vanduzeea,2/18/1982,2019-02-18,2019,Plecoptera
CASENT9131625,E7,CAS_P28,Plecoptera,Taeniopterygidae,Oemopteryx,vanduzeea,2/18/1982,2019-02-18,2019,Plecoptera
CASENT9131637,F7,CAS_P28,Plecoptera,Taeniopterygidae,Oemopteryx,vanduzeea,2/19/1982,2019-02-19,2019,Plecoptera
CASENT9131495,G7,CAS_P28,Trichoptera,Lepidostomatidae,Lepidostoma,unicolor,6/27/1980,2019-06-27,2019,Trichoptera
CASENT9131650,H7,CAS_P28,Trichoptera,Lepidostomatidae,Lepidostoma,unicolor,9/17/1982,2019-09-17,2019,Trichoptera
CASENT9131683,A8,CAS_P28,Trichoptera,Lepidostomatidae,Lepidostoma,unicolor,5/4/1983,2019-05-04,2019,Trichoptera
CASENT9131574,B8,CAS_P28,Trichoptera,Lepidostomatidae,Lepidostoma,unicolor,5/4/1983,2019-05-04,2019,Trichoptera
CASENT9131519,C8,CAS_P28,Trichoptera,Lepidostomatidae,Lepidostoma,strophis,1980,NA,NA,Trichoptera
CASENT9131580,D8,CAS_P28,Trichoptera,Lepidostomatidae,Lepidostoma,strophis,1980,NA,NA,Trichoptera
CASENT9132506,E8,CAS_P28,Trichoptera,Lepidostomatidae,Lepidostoma,strophis,2/29/1984,NA,NA,Trichoptera
CASENT9132493,F8,CAS_P28,Trichoptera,Lepidostomatidae,Lepidostoma,strophis,2/29/1984,NA,NA,Trichoptera
CASENT9132461,G8,CAS_P28,Trichoptera,Lepidostomatidae,Lepidostoma,roafi,1980,NA,NA,Trichoptera
CASENT9131584,H8,CAS_P28,Trichoptera,Lepidostomatidae,Lepidostoma,roafi,9/17/1982,2019-09-17,2019,Trichoptera
CASENT9132204,A9,CAS_P28,Trichoptera,Lepidostomatidae,Lepidostoma,roafi,9/17/1982,2019-09-17,2019,Trichoptera
CASENT9132616,B9,CAS_P28,Trichoptera,Lepidostomatidae,Lepidostoma,roafi,9/17/1982,2019-09-17,2019,Trichoptera
CASENT9132964,C9,CAS_P28,Trichoptera,Limnephilidae,Onocosmoecus,sp.,4/1/1983,2019-04-01,2019,Trichoptera
CASENT9131831,D9,CAS_P28,Trichoptera,Rhyacophilidae,Rhyacophila,vedra,3/27/1981,2019-03-27,2019,Trichoptera
CASENT9131745,E9,CAS_P28,Trichoptera,Rhyacophilidae,Rhyacophila,vedra,7/15/1982,2019-07-15,2019,Trichoptera
CASENT9131742,F9,CAS_P28,Trichoptera,Rhyacophilidae,Rhyacophila,vedra,7/15/1982,2019-07-15,2019,Trichoptera
CASENT9131897,G9,CAS_P28,Trichoptera,Rhyacophilidae,Rhyacophila,vedra,7/15/1982,2019-07-15,2019,Trichoptera
CASENT9131682,H9,CAS_P28,Trichoptera,Rhyacophilidae,Rhyacophila,narvae,4/3/1983,2019-04-03,2019,Trichoptera
CASENT9132694,A10,CAS_P28,Trichoptera,Rhyacophilidae,Rhyacophila,sp.,8/15/1982,2019-08-15,2019,Trichoptera
CASENT9132512,B10,CAS_P28,Trichoptera,Rhyacophilidae,Rhyacophila,sp.,8/15/1982,2019-08-15,2019,Trichoptera
CASENT9132863,C10,CAS_P28,Trichoptera,Rhyacophilidae,Rhyacophila,sp.,8/15/1982,2019-08-15,2019,Trichoptera
CASENT9132480,D10,CAS_P28,Trichoptera,Rhyacophilidae,Rhyacophila,sp.,9/25/1983,2019-09-25,2019,Trichoptera
CASENT9131578,E10,CAS_P28,Trichoptera,Rhyacophilidae,Rhyacophila,pellisa,3/27/1982,2019-03-27,2019,Trichoptera
CASENT9132244,F10,CAS_P28,Trichoptera,Rhyacophilidae,Rhyacophila,pellisa,3/27/1982,2019-03-27,2019,Trichoptera
CASENT9132677,G10,CAS_P28,Plecoptera,Capniidae,Capnia,projecta,1/15/1983,2019-01-15,2019,Plecoptera
CASENT9132862,H10,CAS_P28,Plecoptera,Capniidae,Capnia,projecta,1/15/1983,2019-01-15,2019,Plecoptera
CASENT9131762,A11,CAS_P28,Plecoptera,Capniidae,Capnia,projecta,1/15/1983,2019-01-15,2019,Plecoptera
CASENT9131763,B11,CAS_P28,Ephemeroptera,Baetidae,Baetis,intermedius,1/15/1983,2019-01-15,2019,Ephemeroptera
CASENT9131586,C11,CAS_P28,Ephemeroptera,Baetidae,Baetis,palisadi,5/5/1983,2019-05-05,2019,Ephemeroptera
CASENT9132496,D11,CAS_P28,Ephemeroptera,Baetidae,Baetis,palisadi,5/5/1983,2019-05-05,2019,Ephemeroptera
CASENT9131591,E11,CAS_P28,Ephemeroptera,Baetidae,Baetis,palisadi,5/5/1983,2019-05-05,2019,Ephemeroptera
CASENT9132745,F11,CAS_P28,Trichoptera,Hydropsychidae,Homoplectra,norada,4/3/1983,2019-04-03,2019,Trichoptera
CASENT9132508,G11,CAS_P28,Trichoptera,Hydropsychidae,Homoplectra,norada,4/3/1983,2019-04-03,2019,Trichoptera
CASENT9132877,H11,CAS_P28,Trichoptera,Hydropsychidae,Homoplectra,norada,4/3/1983,2019-04-03,2019,Trichoptera
CASENT9132873,A12,CAS_P28,Trichoptera,Lepidostomatidae,Lepidostoma,podagrum,4/1/1983,2019-04-01,2019,Trichoptera
CASENT9132498,B12,CAS_P28,Trichoptera,Lepidostomatidae,Lepidostoma,podagrum,4/1/1983,2019-04-01,2019,Trichoptera
CASENT9132889,C12,CAS_P28,Trichoptera,Lepidostomatidae,Lepidostoma,podagrum,4/1/1983,2019-04-01,2019,Trichoptera
CASENT9131758,D12,CAS_P28,Trichoptera,Lepidostomatidae,Lepidostoma,podagrum,11/3/1983,2019-11-03,2019,Trichoptera
CASENT9131760,E12,CAS_P28,Trichoptera,Glossosomatidae,Glossosoma,pterna,1/2/1983,2019-01-02,2019,Trichoptera
CASENT9131576,F12,CAS_P28,Trichoptera,Glossosomatidae,Glossosoma,pterna,1/2/1983,2019-01-02,2019,Trichoptera
24W233,A1,CDFA_P26,Coleoptera,Elmidae,Zaitzevia,parvula,04.IV.1989,1989-04-04,1989,Coleoptera
24W234,B1,CDFA_P26,Coleoptera,Dryopidae,Helichus,suturalis,26.III.1987,1987-03-26,1987,Coleoptera
24W235,C1,CDFA_P26,Coleoptera,Psephenidae,Eubrianax,edwardsii,16.VII.1991,1991-07-16,1991,Coleoptera
24W236,D1,CDFA_P26,Coleoptera,Limnichidae,Eulimnichus,sp.,21.IX.1983,1983-09-21,1983,Coleoptera
24W237,E1,CDFA_P26,Coleoptera,Heteroceridae,Lanternarius,sinuosus,08.VII.1981,1981-07-08,1981,Coleoptera
24W238,F1,CDFA_P26,Coleoptera,Heteroceridae,Neoheterocerus,gnatho,21.IX.1981,1981-09-21,1981,Coleoptera
24W239,G1,CDFA_P26,Coleoptera,Heteroceridae,Lapsus,tristis,14.VII.1981,1981-07-14,1981,Coleoptera
24W240,H1,CDFA_P26,Coleoptera,Heteroceridae,Heterocerus,unicus,14.VII.1981,1981-07-14,1981,Coleoptera
24W241,A2,CDFA_P26,Coleoptera,Heteroceridae,Tropicus,pusillus,12.V.1980,1980-05-12,1980,Coleoptera
24W242,B2,CDFA_P26,Coleoptera,Brachypsectridae,Brachypsectra,fulva,25.VII.1982,1982-07-25,1982,Coleoptera
24W243,C2,CDFA_P26,Coleoptera,Artematopodidae,Eurypogon,sp.,30.V.1987,1987-05-30,1987,Coleoptera
24W244,D2,CDFA_P26,Coleoptera,Artematopodidae,Macropogon,sequoiae,20.V.1984,1984-05-20,1984,Coleoptera
24W245,E2,CDFA_P26,Coleoptera,Eucnemidae,Epiphanis,cornutus,26.VII.2005,2005-07-26,2005,Coleoptera
24W246,F2,CDFA_P26,Coleoptera,Throscidae,Pactopus,horni,15.VII.2005,2005-07-15,2005,Coleoptera
24W247,G2,CDFA_P26,Coleoptera,Throscidae,Trixagus,sp.,XII.2016,NA,NA,Coleoptera
24W248,H2,CDFA_P26,Coleoptera,Throscidae,Aulonothroscus,sp.,15.VII.2005,2005-07-15,2005,Coleoptera
24W249,A3,CDFA_P26,Coleoptera,Elateridae,Conoderus,sp.,07.VIII.2005,2005-08-07,2005,Coleoptera
24W250,B3,CDFA_P26,Coleoptera,Elateridae,Ampedus,sp.,25.V.2006,2006-05-25,2006,Coleoptera
24W251,C3,CDFA_P26,Coleoptera,Elateridae,Agriotella,californica,09.IV.1983,1983-04-09,1983,Coleoptera
24W252,D3,CDFA_P26,Coleoptera,Elateridae,Limonius,cali-canus complex,11.II.1984,1984-02-11,1984,Coleoptera
24W253,E3,CDFA_P26,Coleoptera,Elateridae,Limonius,maculicollis,09.IV.1983,1983-04-09,1983,Coleoptera
24W254,F3,CDFA_P26,Coleoptera,Elateridae,Negastrius,pectoralis,04.VI.1980,1980-06-04,1980,Coleoptera
24W255,G3,CDFA_P26,Coleoptera,Elateridae,Cardiophorus,fenestratus,12.VI.2004,2004-06-12,2004,Coleoptera
24W256,H3,CDFA_P26,Coleoptera,Elateridae,Horistonotus,sufflatus,27.VIII.1981,1981-08-27,1981,Coleoptera
24W257,A4,CDFA_P26,Coleoptera,Elateridae,Horistonotus,sp.,06.X.1985,1985-10-06,1985,Coleoptera
24W258,B4,CDFA_P26,Coleoptera,Elateridae,Aphricus,near lanei,28.VI.1980,1980-06-28,1980,Coleoptera
24W259,C4,CDFA_P26,Coleoptera,Elateridae,Esthesopus,mitis,16.II.1982,1982-02-16,1982,Coleoptera
24W260,D4,CDFA_P26,Coleoptera,Lycidae,Lucaina,greeni,12.VII.2011,2011-07-12,2011,Coleoptera
24W261,E4,CDFA_P26,Coleoptera,Lampyridae,Phausis,sp. nov.?,11.VI.1989,1989-06-11,1989,Coleoptera
24W262,F4,CDFA_P26,Coleoptera,Lampyridae,Pyropyga,minuta?,IV.1981,NA,NA,Coleoptera
24W263,G4,CDFA_P26,Coleoptera,Lampyridae,Pyropyga,minuta,VI.1981,NA,NA,Coleoptera
24W264,H4,CDFA_P26,Coleoptera,Oedemeridae,Asclera,excavata,25.V.1986,1986-05-25,1986,Coleoptera
24W265,A5,CDFA_P26,Coleoptera,Cantharidae,Malthodes,sp.,20.III.2004,2004-03-20,2004,Coleoptera
24W266,B5,CDFA_P26,Coleoptera,Cantharidae,Malthodes,sp.,16.V.1984,1984-05-16,1984,Coleoptera
24W267,C5,CDFA_P26,Coleoptera,Cantharidae,Malthodes,sp.,06.VI.2004,2004-06-06,2004,Coleoptera
24W268,D5,CDFA_P26,Coleoptera,Cantharidae,Silis,sp.,30.VI.1987,1987-06-30,1987,Coleoptera
24W269,E5,CDFA_P26,Coleoptera,Cantharidae,Silis,sp.,09.V.1990,1990-05-09,1990,Coleoptera
24W270,F5,CDFA_P26,Coleoptera,Cantharidae,Silis,sp.,17.VI.1988,1988-06-17,1988,Coleoptera
24W271,G5,CDFA_P26,Coleoptera,Derodontidae,Derodontus,trisignatus,09.X.1984,1984-10-09,1984,Coleoptera
24W272,H5,CDFA_P26,Coleoptera,Dermestidae,Thorictodes,heydeni,19.IX.2018,2018-09-19,2018,Coleoptera
24W273,A6,CDFA_P26,Coleoptera,Dermestidae,Orphilus,subnitidus,23.VI.1995,1995-06-23,1995,Coleoptera
24W274,B6,CDFA_P26,Coleoptera,Dermestidae,Orphilus,subnitidus,15.VI.1986,1986-06-15,1986,Coleoptera
24W275,C6,CDFA_P26,Coleoptera,Dermestidae,Attagenus,fasciatus,27.V.1983,1983-05-27,1983,Coleoptera
24W276,D6,CDFA_P26,Coleoptera,Dermestidae,Attagenus,rufipennis,18.V.1995,1995-05-18,1995,Coleoptera
24W277,E6,CDFA_P26,Coleoptera,Dermestidae,Attagenus,schaefferi hypar,28.VII.1988,1988-07-28,1988,Coleoptera
24W278,F6,CDFA_P26,Coleoptera,Dermestidae,Novelsis,andersoni,09.IV.1980,1980-04-09,1980,Coleoptera
24W279,G6,CDFA_P26,Coleoptera,Dermestidae,Novelsis,perplexa,04.VIII.1984,1984-08-04,1984,Coleoptera
24W280,H6,CDFA_P26,Coleoptera,Dermestidae,Novelsis,picta,02.IV.1989,1989-04-02,1989,Coleoptera
24W281,A7,CDFA_P26,Coleoptera,Dermestidae,Novelsis,varicolor,07.V.1981,1981-05-07,1981,Coleoptera
24W282,B7,CDFA_P26,Coleoptera,Dermestidae,Novelsis,sabulorum,04.IV.1984,1984-04-04,1984,Coleoptera
24W283,C7,CDFA_P26,Coleoptera,Dermestidae,Novelsis,timia,VIII.1989,NA,NA,Coleoptera
24W284,D7,CDFA_P26,Coleoptera,Dermestidae,Novelsis,uteana,24.IV.1982,1982-04-24,1982,Coleoptera
24W285,E7,CDFA_P26,Coleoptera,Dermestidae,Novelsis,picta,25.III.1993,1993-03-25,1993,Coleoptera
24W286,F7,CDFA_P26,Coleoptera,Dermestidae,Anthrenus,coloratus,VII.1987,NA,NA,Coleoptera
24W287,G7,CDFA_P26,Coleoptera,Dermestidae,Anthrenus,lepidus,02.VI.1993,1993-06-02,1993,Coleoptera
24W288,H7,CDFA_P26,Coleoptera,Dermestidae,Anthrenus,lepidus,23.VI.1995,1995-06-23,1995,Coleoptera
24W289,A8,CDFA_P26,Coleoptera,Dermestidae,Anthrenus,cf. lepidus,28.V.2005,2005-05-28,2005,Coleoptera
24W290,B8,CDFA_P26,Coleoptera,Dermestidae,Anthrenus,sophonisba,30.V.1987,1987-05-30,1987,Coleoptera
24W291,C8,CDFA_P26,Coleoptera,Dermestidae,Anthrenus,verbasci,10.IV.1988,1988-04-10,1988,Coleoptera
24W292,D8,CDFA_P26,Coleoptera,Dermestidae,Cryptorhopalum,apicale,20.XII.1989,1989-12-20,1989,Coleoptera
24W293,E8,CDFA_P26,Coleoptera,Dermestidae,Cryptorhopalum,apicale,20.IV.1993,1993-04-20,1993,Coleoptera
24W294,F8,CDFA_P26,Coleoptera,Dermestidae,Cryptorhopalum,filitarse,02.VIII.1982,1982-08-02,1982,Coleoptera
24W295,G8,CDFA_P26,Coleoptera,Dermestidae,Cryptorhopalum,fusculum,27.X.1987,1987-10-27,1987,Coleoptera
24W296,H8,CDFA_P26,Coleoptera,Dermestidae,Cryptorhopalum,obesulum,28.III.1993,1993-03-28,1993,Coleoptera
24W297,A9,CDFA_P26,Coleoptera,Dermestidae,Cryptorhopalum,triste,29.IV.1993,1993-04-29,1993,Coleoptera
24W298,B9,CDFA_P26,Coleoptera,Dermestidae,Cryptorhopalum,triste-group,24.V.2006,2006-05-24,2006,Coleoptera
24W299,C9,CDFA_P26,Coleoptera,Dermestidae,Cryptorhopalum,uteanum,02.VI.1993,1993-06-02,1993,Coleoptera
24W300,D9,CDFA_P26,Coleoptera,Dermestidae,Trogoderma,grassmani,VIII.1989,NA,NA,Coleoptera
24W301,E9,CDFA_P26,Coleoptera,Dermestidae,Trogoderma,simplex,20.IV.1991,1991-04-20,1991,Coleoptera
24W302,F9,CDFA_P26,Coleoptera,Dermestidae,Trogoderma,sternale sternale,II.1984,NA,NA,Coleoptera
24W303,G9,CDFA_P26,Coleoptera,Dermestidae,Trogoderma,sternale maderae,13.IV.1984,1984-04-13,1984,Coleoptera
24W304,H9,CDFA_P26,Coleoptera,Dermestidae,Trogoderma,variabile,28.IV.1985,1985-04-28,1985,Coleoptera
24W305,A10,CDFA_P26,Coleoptera,Dermestidae,Megatoma,falsa,10.V.1995,1995-05-10,1995,Coleoptera
24W306,B10,CDFA_P26,Coleoptera,Dermestidae,Megatoma,trogodermoides,13.VII.1987,1987-07-13,1987,Coleoptera
24W307,C10,CDFA_P26,Coleoptera,Bostrichidae,Dinoderus,minutus,19.IV.2005,2005-04-19,2005,Coleoptera
24W308,D10,CDFA_P26,Coleoptera,Bostrichidae,Dinoderus,minutus,25.II.1981,1981-02-25,1981,Coleoptera
24W309,E10,CDFA_P26,Coleoptera,Bostrichidae,Stephanopachys,conicola,01.IX.1992,1992-09-01,1992,Coleoptera
24W310,F10,CDFA_P26,Coleoptera,Bostrichidae,Stephanopachys,substriatus,28.V.2003,2003-05-28,2003,Coleoptera
24W311,G10,CDFA_P26,Coleoptera,Bostrichidae,Micraptae,sp.,11.IV.2016,2016-04-11,2016,Coleoptera
24W312,H10,CDFA_P26,Coleoptera,Bostrichidae,Scobicia,suturalis,22.IX.1998,1998-09-22,1998,Coleoptera
24W313,A11,CDFA_P26,Coleoptera,Bostrichidae,Scobicia,suturalis,30.V.2003,2003-05-30,2003,Coleoptera
24W314,B11,CDFA_P26,Coleoptera,Bostrichidae,Xylobiops,parilis,03.VII.1992,1992-07-03,1992,Coleoptera
24W315,C11,CDFA_P26,Coleoptera,Bostrichidae,Xylobiops,parilis,09.VIII.2005,2005-08-09,2005,Coleoptera
24W316,D11,CDFA_P26,Coleoptera,Bostrichidae,Xyloblaptus,quadrispinosus,28.IX.1980,1980-09-28,1980,Coleoptera
24W317,E11,CDFA_P26,Coleoptera,Bostrichidae,Lyctus,brunneus,16.VI.2005,2005-06-16,2005,Coleoptera
24W318,F11,CDFA_P26,Coleoptera,Bostrichidae,Lyctus,planicollis,22.V.2005,2005-05-22,2005,Coleoptera
