"catalog","order","family","genus","species","date","dates_corr","year","orders"
"23U317","Hemiptera (Heteroptera)","Miridae","Dicyphus","hesperus","11.VII.2012",2012-07-11,"2012","Hemiptera"
"23U318","Hemiptera (Heteroptera)","Miridae","Dicyphus","paddocki","11.VII.2012",2012-07-11,"2012","Hemiptera"
"23U319","Hemiptera (Heteroptera)","Miridae","Engytatus","modestus","25.VII.2014",2014-07-25,"2014","Hemiptera"
"23U320","Hemiptera (Heteroptera)","Miridae","Halticotoma","valida","25.III.2013",2013-03-25,"2013","Hemiptera"
"23U321","Hemiptera (Heteroptera)","Miridae","Closterotomus","norvegicus","04.IV.2017",2017-04-04,"2017","Hemiptera"
"23U322","Hemiptera (Heteroptera)","Miridae","Irbisia","silvosa","03.IV.1981",1981-04-03,"1981","Hemiptera"
"23U323","Hemiptera (Heteroptera)","Miridae","Irbisia","solani","11.IV.2013",2013-04-11,"2013","Hemiptera"
"23U324","Hemiptera (Heteroptera)","Miridae","Lygus","hesperus","05.V.2021",2021-05-05,"2021","Hemiptera"
"23U325","Hemiptera (Heteroptera)","Miridae","Proba","californica","13.VIII.1998",1998-08-13,"1998","Hemiptera"
"23U326","Hemiptera (Heteroptera)","Miridae","Tropidosteptes","illitus","22.IV.2013",2013-04-22,"2013","Hemiptera"
"23U327","Hemiptera (Heteroptera)","Miridae","Tropidosteptes","illitus","22.IV.2013",2013-04-22,"2013","Hemiptera"
"23U328","Hemiptera (Heteroptera)","Miridae","Tropidosteptes","illitus or near","09.IV.2010",2010-04-09,"2010","Hemiptera"
"23U329","Hemiptera (Heteroptera)","Miridae","Leptopterna","ferrugata","15.IV.2013",2013-04-15,"2013","Hemiptera"
"23U330","Hemiptera (Heteroptera)","Miridae","Lapops","sp.","22.VI.2006",2006-06-22,"2006","Hemiptera"
"23U331","Hemiptera (Heteroptera)","Miridae","Brachynotocoris","puncticornis","28.V.2013",2013-05-28,"2013","Hemiptera"
"23U332","Hemiptera (Heteroptera)","Miridae","Cyrtopeltocoris","sp.","23.XI.1983",1983-11-23,"1983","Hemiptera"
"23U333","Hemiptera (Heteroptera)","Miridae","Lepidargyrus","ancorifer","17.V.2017",2017-05-17,"2017","Hemiptera"
"23U334","Hemiptera (Heteroptera)","Miridae","Pseudatomoscelis","seriatus","10.VIII.2017",2017-08-10,"2017","Hemiptera"
"23U335","Hemiptera (Heteroptera)","Miridae","Pygovepres","vaccinicola","27.IV.1981",1981-04-27,"1981","Hemiptera"
"23U336","Hemiptera (Heteroptera)","Miridae","Rhinacloa","forticornis","23.I.2013",2013-01-23,"2013","Hemiptera"
"23U340","Hemiptera (Heteroptera)","Tingidae","Corythaica","venusta","10.VI.1997",1997-06-10,"1997","Hemiptera"
"23U341","Hemiptera (Heteroptera)","Tingidae","Corythucha","gossypii","03.VI.2006",2006-06-03,"2006","Hemiptera"
"23U342","Hemiptera (Heteroptera)","Tingidae","Corythucha","morrilli","30.IX.2013",2013-09-30,"2013","Hemiptera"
"23U343","Hemiptera (Heteroptera)","Tingidae","Corythucha","morrilli","14.VI.1985",1985-06-14,"1985","Hemiptera"
"23U344","Hemiptera (Heteroptera)","Tingidae","Corythucha","obliqua","12.VI.1998",1998-06-12,"1998","Hemiptera"
"23U345","Hemiptera (Heteroptera)","Tingidae","Corythucha","sphaeralceae","07.VIII.1996",1996-08-07,"1996","Hemiptera"
"23U346","Hemiptera (Heteroptera)","Tingidae","Dictyla","labeculata","16.VI.1983",1983-06-16,"1983","Hemiptera"
"23U347","Hemiptera (Heteroptera)","Tingidae","Physatocheila","variegata ornata","20.VI.1983",1983-06-20,"1983","Hemiptera"
"23U348","Hemiptera (Heteroptera)","Tingidae","Pseudacysta","perseae","30.XII.2004",2004-12-30,"2004","Hemiptera"
"23U349","Hemiptera (Heteroptera)","Thaumastocoridae","Thaumastocoris","peregrinus","08.XI.2016",2016-11-08,"2016","Hemiptera"
"23U350","Hemiptera (Heteroptera)","Aradidae","Aradus","antennalis","26.IX.1985",1985-09-26,"1985","Hemiptera"
"23U351","Hemiptera (Heteroptera)","Aradidae","Aradus","debilis","14.IV.1999",1999-04-14,"1999","Hemiptera"
"23U352","Hemiptera (Heteroptera)","Aradidae","Aradus","pannosus incomptus","01.III.1986",1986-03-01,"1986","Hemiptera"
"23U353","Hemiptera (Heteroptera)","Aradidae","Aradus","proboscideus","05.V.1987",1987-05-05,"1987","Hemiptera"
"23U357","Hemiptera (Heteroptera)","Aradidae","Quilnus","heidemanni","16.VI.1981",1981-06-16,"1981","Hemiptera"
"23U358","Hemiptera (Heteroptera)","Aradidae","Mezira","pacifica","11.VI.2007",2007-06-11,"2007","Hemiptera"
"23U359","Hemiptera (Heteroptera)","Aradidae","Mezira","pacifica","20.IV.1989",1989-04-20,"1989","Hemiptera"
"23U360","Hemiptera (Heteroptera)","Aradidae","Mezira","reducta","05.VII.2004",2004-07-05,"2004","Hemiptera"
"23U361","Hemiptera (Heteroptera)","Acanthosomatidae","Elasmucha","lateralis","14.VIII.2006",2006-08-14,"2006","Hemiptera"
"23U362","Hemiptera (Heteroptera)","Cydnidae","Amnestus","pusillus","28.VII.1980",1980-07-28,"1980","Hemiptera"
"23U363","Hemiptera (Heteroptera)","Cydnidae","Chilocoris","repetitus","18.XI.1985",1985-11-18,"1985","Hemiptera"
"23U364","Hemiptera (Heteroptera)","Cydnidae","Dallasiellus","foratus","23.V.1983",1983-05-23,"1983","Hemiptera"
"23U365","Hemiptera (Heteroptera)","Cydnidae","Melanaethus","subglaber","23.V.1983",1983-05-23,"1983","Hemiptera"
"23U366","Hemiptera (Heteroptera)","Cydnidae","Microporus","obliquus","31.V.1987",1987-05-31,"1987","Hemiptera"
"23U367","Hemiptera (Heteroptera)","Cydnidae","Pangaeus","bilineatus","08.X.2013",2013-10-08,"2013","Hemiptera"
"23U368","Hemiptera (Heteroptera)","Cydnidae","Tominotus","conformis","13.I.1982",1982-01-13,"1982","Hemiptera"
"23U369","Hemiptera (Heteroptera)","Pentatomidae","Apateticus","crocatus","01.X.2007",2007-10-01,"2007","Hemiptera"
"23U370","Hemiptera (Heteroptera)","Pentatomidae","Podisus","maculiventris","01.VII.1992",1992-07-01,"1992","Hemiptera"
"23U371","Hemiptera (Heteroptera)","Pentatomidae","Zicrona","caerulea","02.VII.2013",2013-07-02,"2013","Hemiptera"
"23U372","Hemiptera (Heteroptera)","Pentatomidae","Neottiglossa","tumidifrons","05.V.1981",1981-05-05,"1981","Hemiptera"
"23U373","Hemiptera (Heteroptera)","Pentatomidae","Agonoscelis","puberula","11.VI.2015",2015-06-11,"2015","Hemiptera"
"23U374","Hemiptera (Heteroptera)","Pentatomidae","Cosmopepla","conspicillaris","01.VII.1999",1999-07-01,"1999","Hemiptera"
"23U375","Hemiptera (Heteroptera)","Pentatomidae","Cosmopepla","intergressa","08.VI.1983",1983-06-08,"1983","Hemiptera"
"23U376","Hemiptera (Heteroptera)","Pentatomidae","Euschistus","conspersus","02.VII.2014",2014-07-02,"2014","Hemiptera"
"23U377","Hemiptera (Heteroptera)","Pentatomidae","Brochymena","affinis","11.IV.1996",1996-04-11,"1996","Hemiptera"
"23U378","Hemiptera (Heteroptera)","Pentatomidae","Brochymena","sulcata","11.II.2017",2017-02-11,"2017","Hemiptera"
"23U379","Hemiptera (Heteroptera)","Pentatomidae","Halyomorpha","halys","04.IX.2013",2013-09-04,"2013","Hemiptera"
"23U380","Hemiptera (Heteroptera)","Pentatomidae","Halyomorpha","halys","22.IX.2006",2006-09-22,"2006","Hemiptera"
"23U381","Hemiptera (Heteroptera)","Pentatomidae","Chlorochroa","ligata","11.VII.1981",1981-07-11,"1981","Hemiptera"
"23U382","Hemiptera (Heteroptera)","Pentatomidae","Chlorochroa","uhleri","22.II.1991",1991-02-22,"1991","Hemiptera"
"23U383","Hemiptera (Heteroptera)","Pentatomidae","Chlorochroa","uhleri","21.VI.1983",1983-06-21,"1983","Hemiptera"
"23U384","Hemiptera (Heteroptera)","Pentatomidae","Banasa","dimidiata","03.XII.2003",2003-12-03,"2003","Hemiptera"
"23U385","Hemiptera (Heteroptera)","Pentatomidae","Pellaea","stictica","21.XII.2021",2021-12-21,"2021","Hemiptera"
"23U386","Hemiptera (Heteroptera)","Pentatomidae","Thyanta","stictica","27.VI.1998",1998-06-27,"1998","Hemiptera"
"23U387","Hemiptera (Heteroptera)","Pentatomidae","Dendrocoris","pini","21.VI.1983",1983-06-21,"1983","Hemiptera"
"23U388","Hemiptera (Heteroptera)","Pentatomidae","Bagrada","hilaris","20.X.2011",2011-10-20,"2011","Hemiptera"
"23U389","Hemiptera (Heteroptera)","Pentatomidae","Bagrada","hilaris","18.VII.2013",2013-07-18,"2013","Hemiptera"
"23U390","Hemiptera (Heteroptera)","Pentatomidae","Murgantia","histrionica","10.XI.2010",2010-11-10,"2010","Hemiptera"
"23U391","Hemiptera (Heteroptera)","Pentatomidae","Amaurochrous","vanduzeei","31.I.1992",1992-01-31,"1992","Hemiptera"
"23U392","Hemiptera (Heteroptera)","Scutelleridae","Eurygaster","sp.","23.IV.1998",1998-04-23,"1998","Hemiptera"
"23U393","Hemiptera (Heteroptera)","Scutelleridae","Acantholomidea","porosa","11.VI.1985",1985-06-11,"1985","Hemiptera"
"23U394","Hemiptera (Heteroptera)","Scutelleridae","Homaemus","sp.","14.VI.1983",1983-06-14,"1983","Hemiptera"
"23U395","Hemiptera (Heteroptera)","Largidae","Largus","californicus","20.VI.1994",1994-06-20,"1994","Hemiptera"
"23U396","Hemiptera (Heteroptera)","Largidae","Largus","cinctus","16.VI.1983",1983-06-16,"1983","Hemiptera"
"23U397","Hemiptera (Heteroptera)","Pyrrhocoridae","Scantius","aegyptius","18.VI.2012",2012-06-18,"2012","Hemiptera"
"23U398","Hemiptera (Heteroptera)","Pyrrhocoridae","Scantius","aegyptius","06.XII.2010",2010-12-06,"2010","Hemiptera"
"23U399","Hemiptera (Heteroptera)","Alydidae","Alydus","calcaratus","30.VI.1988",1988-06-30,"1988","Hemiptera"
"23U400","Hemiptera (Heteroptera)","Alydidae","Alydus","eurinus","16.VII.2010",2010-07-16,"2010","Hemiptera"
"23U401","Hemiptera (Heteroptera)","Alydidae","Alydus","tomentosus","28.VIII.1980",1980-08-28,"1980","Hemiptera"
"23U402","Hemiptera (Heteroptera)","Alydidae","Hyalymenus","subinermis","13.VI.2021",2021-06-13,"2021","Hemiptera"
"23U403","Hemiptera (Heteroptera)","Alydidae","Stachyocnemus","apicalis","01.IX.1986",1986-09-01,"1986","Hemiptera"
"23U404","Hemiptera (Heteroptera)","Alydidae","Tollius","curtulus","06.VIII.1999",1999-08-06,"1999","Hemiptera"
"23U405","Hemiptera (Heteroptera)","Alydidae","Tollius","setosus","12.VIII.1980",1980-08-12,"1980","Hemiptera"
"23U406","Hemiptera (Heteroptera)","Alydidae","Tollius","vanduzeei","28.VI.1986",1986-06-28,"1986","Hemiptera"
"23U407","Hemiptera (Heteroptera)","Coreidae","Leptoglossus","clypealis","15.IV.1985",1985-04-15,"1985","Hemiptera"
"23U408","Hemiptera (Heteroptera)","Coreidae","Leptoglossus","occidentalis","07.XII.2007",2007-12-07,"2007","Hemiptera"
"23U409","Hemiptera (Heteroptera)","Coreidae","Leptoglossus","zonatus","30.VI.2015",2015-06-30,"2015","Hemiptera"
"23U410","Hemiptera (Heteroptera)","Coreidae","Centrocoris","variegatus","30.V.2020",2020-05-30,"2020","Hemiptera"
"23U411","Hemiptera (Heteroptera)","Coreidae","Anasa","tristis","18.VI.1985",1985-06-18,"1985","Hemiptera"
"23U412","Hemiptera (Heteroptera)","Coreidae","Scolopocerus","uhleri","01.XII.2014",2014-12-01,"2014","Hemiptera"
"23U413","Hemiptera (Heteroptera)","Coreidae","Merocoris","curtatus","04.IX.2008",2008-09-04,"2008","Hemiptera"
"23U414","Hemiptera (Heteroptera)","Coreidae","Ceraleptus","pacificus","30.III.2004",2004-03-30,"2004","Hemiptera"
"23U415","Hemiptera (Heteroptera)","Rhopalidae","Aufeius","impressicollis","10.VI.1997",1997-06-10,"1997","Hemiptera"
"23U416","Hemiptera (Heteroptera)","Rhopalidae","Harmostes","angustatus","21.VI.1983",1983-06-21,"1983","Hemiptera"
"23U417","Hemiptera (Heteroptera)","Rhopalidae","Harmostes","reflexulus","26.III.1987",1987-03-26,"1987","Hemiptera"
"23U418","Hemiptera (Heteroptera)","Rhopalidae","Harmostes","reflexulus","11.VI.1988",1988-06-11,"1988","Hemiptera"
"23U419","Hemiptera (Heteroptera)","Rhopalidae","Arhyssus","barberi","25.II.2020",2020-02-25,"2020","Hemiptera"
"23U420","Hemiptera (Heteroptera)","Rhopalidae","Arhyssus","crassus","28.IX.2016",2016-09-28,"2016","Hemiptera"
"23U421","Hemiptera (Heteroptera)","Rhopalidae","Arhyssus","distinctus","10.VIII.1980",1980-08-10,"1980","Hemiptera"
"23U422","Hemiptera (Heteroptera)","Rhopalidae","Arhyssus","lateralis","13.VI.1996",1996-06-13,"1996","Hemiptera"
"23U423","Hemiptera (Heteroptera)","Rhopalidae","Arhyssus","longirostratus","11.V.1982",1982-05-11,"1982","Hemiptera"
"23U424","Hemiptera (Heteroptera)","Rhopalidae","Arhyssus","scutatus","12.IX.1997",1997-09-12,"1997","Hemiptera"
"23U425","Hemiptera (Heteroptera)","Rhopalidae","Arhyssus","validus","14.VII.1980",1980-07-14,"1980","Hemiptera"
"23U426","Hemiptera (Heteroptera)","Rhopalidae","Brachycarenus","tigrinus","21.VIII.1992",1992-08-21,"1992","Hemiptera"
"23U427","Hemiptera (Heteroptera)","Rhopalidae","Liorhyssus","hyalinus","02.VI.1993",1993-06-02,"1993","Hemiptera"
"23U428","Hemiptera (Heteroptera)","Rhopalidae","Boisea","rubrolineata","16.V.2010",2010-05-16,"2010","Hemiptera"
"23U429","Hemiptera (Heteroptera)","Rhopalidae","Boisea","rubrolineata","23.V.2009",2009-05-23,"2009","Hemiptera"
"23U430","Hemiptera (Heteroptera)","Rhopalidae","Jadera","haematoloma","25.VIII.2016",2016-08-25,"2016","Hemiptera"
"23U431","Hemiptera (Heteroptera)","Berytidae","Neoneides","muticus","27.VI.2006",2006-06-27,"2006","Hemiptera"
"23U432","Hemiptera (Heteroptera)","Berytidae","Neoneides","muticus","12.VIII.2010",2010-08-12,"2010","Hemiptera"
"23U433","Hemiptera (Heteroptera)","Berytidae","Hoplinus","echinatus","28.VI.1986",1986-06-28,"1986","Hemiptera"
"23U434","Hemiptera (Heteroptera)","Berytidae","Jalysus","wickhami","16.VII.2010",2010-07-16,"2010","Hemiptera"
"23U435","Hemiptera (Heteroptera)","Blissidae","Blissus","insularis","16.X.1981",1981-10-16,"1981","Hemiptera"
"23U436","Hemiptera (Heteroptera)","Cymidae","Cymus","coriacipennis","20.VI.1983",1983-06-20,"1983","Hemiptera"
"23U487","Hemiptera (Heteroptera)","Heterogastridae","Heterogaster","behrensii","03.IV.1981",1981-04-03,"1981","Hemiptera"
"23U488","Hemiptera (Heteroptera)","Heterogastridae","Heterogaster","urticae","16.III.2014",2014-03-16,"2014","Hemiptera"
"23U489","Hemiptera (Heteroptera)","Geocoridae","Geocoris","sp.","28.XI.1988",1988-11-28,"1988","Hemiptera"
"23U490","Hemiptera (Heteroptera)","Geocoridae","Geocoris","sp.","08.VI.2010",2010-06-08,"2010","Hemiptera"
"23U491","Hemiptera (Heteroptera)","Lygaeidae","Kleidocerys","sp.","01.VII.1982",1982-07-01,"1982","Hemiptera"
"23U492","Hemiptera (Heteroptera)","Lygaeidae","Lygaeospilus","sp.","29.XI.1985",1985-11-29,"1985","Hemiptera"
"23U493","Hemiptera (Heteroptera)","Lygaeidae","Lygaeus","kalmii","01.X.1982",1982-10-01,"1982","Hemiptera"
"23U494","Hemiptera (Heteroptera)","Lygaeidae","Melacoryphus","admirabilis","16.II.1982",1982-02-16,"1982","Hemiptera"
"23U495","Hemiptera (Heteroptera)","Lygaeidae","Melacoryphus","lateralis","10.VIII.1981",1981-08-10,"1981","Hemiptera"
"23U496","Hemiptera (Heteroptera)","Lygaeidae","Melacoryphus","rubicollis","20.XII.1986",1986-12-20,"1986","Hemiptera"
"23U497","Hemiptera (Heteroptera)","Lygaeidae","Xyonysius","californicus","01.VIII.2019",2019-08-01,"2019","Hemiptera"
"23U498","Hemiptera (Heteroptera)","Lygaeidae","Nysius","raphanaus","27.XII.1995",1995-12-27,"1995","Hemiptera"
"23U499","Hemiptera (Heteroptera)","Lygaeidae","Belanochilus","numenius","18.IX.2008",2008-09-18,"2008","Hemiptera"
"23U500","Hemiptera (Heteroptera)","Lygaeidae","Neortholomus","scolopax","11.X.2011",2011-10-11,"2011","Hemiptera"
"23U501","Hemiptera (Heteroptera)","Oxycarenidae","Crophius","angustatus","01.I.1983",1983-01-01,"1983","Hemiptera"
"23U502","Hemiptera (Heteroptera)","Oxycarenidae","Crophius","bohemani","16.V.2003",2003-05-16,"2003","Hemiptera"
"23U503","Hemiptera (Heteroptera)","Oxycarenidae","Crophius","disconotus","30.VI.1983",1983-06-30,"1983","Hemiptera"
"23U504","Hemiptera (Heteroptera)","Oxycarenidae","Crophius","scabrosus","25.VI.1983",1983-06-25,"1983","Hemiptera"
"23U505","Hemiptera (Heteroptera)","Oxycarenidae","Crophius","tumidus","04.XI.2009",2009-11-04,"2009","Hemiptera"
"23U506","Hemiptera (Heteroptera)","Oxycarenidae","Metopoplax","ditomoides","08.VI.2004",2004-06-08,"2004","Hemiptera"
"23U507","Hemiptera (Heteroptera)","Oxycarenidae","Oxycarenus","hyalinipennis","15.IX.2021",2021-09-15,"2021","Hemiptera"
"23U508","Hemiptera (Heteroptera)","Rhyparochromidae","Plinthisus","sp.","17.V.1983",1983-05-17,"1983","Hemiptera"
"23U509","Hemiptera (Heteroptera)","Rhyparochromidae","Eremocoris","obscurus","24.III.1982",1982-03-24,"1982","Hemiptera"
"23U510","Hemiptera (Heteroptera)","Rhyparochromidae","Eremocoris","semicinctus","04.V.1989",1989-05-04,"1989","Hemiptera"
"23U511","Hemiptera (Heteroptera)","Rhyparochromidae","Scolopostethus","pacificus","25.X.1980",1980-10-25,"1980","Hemiptera"
"23U512","Hemiptera (Heteroptera)","Rhyparochromidae","Scolopostethus","thomsoni","27.V.1981",1981-05-27,"1981","Hemiptera"
"23U513","Hemiptera (Heteroptera)","Rhyparochromidae","Thylochromus","nitidulus","14.III.1985",1985-03-14,"1985","Hemiptera"
"23U514","Hemiptera (Heteroptera)","Rhyparochromidae","Atrazonatus","umbrosus","08.XI.2007",2007-11-08,"2007","Hemiptera"
"23U515","Hemiptera (Heteroptera)","Rhyparochromidae","Emblethis","vicarius","29.XI.1988",1988-11-29,"1988","Hemiptera"
"23U516","Hemiptera (Heteroptera)","Rhyparochromidae","Malezonotus","barberi","12.V.1981",1981-05-12,"1981","Hemiptera"
"23U517","Hemiptera (Heteroptera)","Rhyparochromidae","Malezonotus","grossus","09.II.1986",1986-02-09,"1986","Hemiptera"
"23U518","Hemiptera (Heteroptera)","Rhyparochromidae","Malezonotus","sodalicius","08.VIII.1996",1996-08-08,"1996","Hemiptera"
"23U519","Hemiptera (Heteroptera)","Rhyparochromidae","Lamprodema","maura","18.II.1980",1980-02-18,"1980","Hemiptera"
"23U520","Hemiptera (Heteroptera)","Rhyparochromidae","Megalonotus","chiragra","22.IX.2005",2005-09-22,"2005","Hemiptera"
"23U521","Hemiptera (Heteroptera)","Rhyparochromidae","Ashlockaria","sobrius","03.XII.2003",2003-12-03,"2003","Hemiptera"
"23U522","Hemiptera (Heteroptera)","Rhyparochromidae","Paromius","longulus","02.II.1982",1982-02-02,"1982","Hemiptera"
"23U523","Hemiptera (Heteroptera)","Rhyparochromidae","Pseudopamera","nitidicollis","17.IX.2013",2013-09-17,"2013","Hemiptera"
"23U524","Hemiptera (Heteroptera)","Rhyparochromidae","Pseudopamera","nitidula","25.IX.1980",1980-09-25,"1980","Hemiptera"
"23U525","Hemiptera (Heteroptera)","Rhyparochromidae","Sisamnes","claviger","13.V.1986",1986-05-13,"1986","Hemiptera"
"23U526","Hemiptera (Heteroptera)","Rhyparochromidae","Slaterobius","insignis","19.VI.1989",1989-06-19,"1989","Hemiptera"
"23U527","Hemiptera (Heteroptera)","Rhyparochromidae","Ozophora","depicturata","07.X.1981",1981-10-07,"1981","Hemiptera"
"23U528","Hemiptera (Heteroptera)","Rhyparochromidae","Peritrechus","tristis","01.IV.1980",1980-04-01,"1980","Hemiptera"
"23U529","Hemiptera (Heteroptera)","Rhyparochromidae","Raglius","alboacuminatus","28.VIII.2007",2007-08-28,"2007","Hemiptera"
"23U530","Hemiptera (Heteroptera)","Rhyparochromidae","Xanthochilus","saturnius","02.IX.2016",2016-09-02,"2016","Hemiptera"
"23U531","Coleoptera","Micromalthidae","Micromalthus","debilis","25.VI.1993",1993-06-25,"1993","Coleoptera"
"23U532","Coleoptera","Cupedidae","Prolixocupes","lobiceps","03.VII.2019",2019-07-03,"2019","Coleoptera"
"23U533","Coleoptera","Cupedidae","Priacma","serrata","06.V.2013",2013-05-06,"2013","Coleoptera"
"23U534","Coleoptera","Carabidae","Omoglymmius","hamatus","11.VI.1989",1989-06-11,"1989","Coleoptera"
"23U535","Coleoptera","Carabidae","Clinidium","calcaratum","18.VII.1985",1985-07-18,"1985","Coleoptera"
"23U536","Coleoptera","Carabidae","Notiophilus","biguttatus","17.IV.1980",1980-04-17,"1980","Coleoptera"
"23U537","Coleoptera","Carabidae","Notiophilus","semiopacus","17.IV.1980",1980-04-17,"1980","Coleoptera"
"23U538","Coleoptera","Carabidae","Loricera","sp.","01.IV.1980",1980-04-01,"1980","Coleoptera"
"23U539","Coleoptera","Carabidae","Opisthius","richardsoni","10.VII.1981",1981-07-10,"1981","Coleoptera"
"23U540","Coleoptera","Carabidae","Nebria","eschscholtzii","20.VI.1980",1980-06-20,"1980","Coleoptera"
"23U541","Coleoptera","Carabidae","Nebria","meanyi giulianii","22.VII.1989",1989-07-22,"1989","Coleoptera"
"23U542","Coleoptera","Carabidae","Nebria","meanyi lamarckensis","01.VII.1988",1988-07-01,"1988","Coleoptera"
"23U543","Coleoptera","Carabidae","Nebria","gebleri albimontis","25.VII.1989",1989-07-25,"1989","Coleoptera"
"23U544","Coleoptera","Carabidae","Nebria","ovipennis","30.VI.1987",1987-06-30,"1987","Coleoptera"
"23U545","Coleoptera","Carabidae","Calosoma","sp.","01.VIII.1988",1988-08-01,"1988","Coleoptera"
"23U546","Coleoptera","Carabidae","Carabus","granulatus granulatus","25.V.1989",1989-05-25,"1989","Coleoptera"
"23U547","Coleoptera","Carabidae","Carabus","nemoralis","27.VII.1988",1988-07-27,"1988","Coleoptera"
"23U548","Coleoptera","Carabidae","Carabus","taedatus agassii","01.VII.1980",1980-07-01,"1980","Coleoptera"
"23U549","Coleoptera","Carabidae","Carabus","taedatus taedatus","17.VI.1988",1988-06-17,"1988","Coleoptera"
"23U550","Coleoptera","Carabidae","Scaphinotus","velutinus","01.I.1992",1992-01-01,"1992","Coleoptera"
"23U551","Coleoptera","Carabidae","Scaphinotus","cordatus","23.II.1984",1984-02-23,"1984","Coleoptera"
"23U552","Coleoptera","Carabidae","Scaphinotus","interruptus","19.VIII.1981",1981-08-19,"1981","Coleoptera"
"23U553","Coleoptera","Carabidae","Scaphinotus","marginatus","02.VII.1989",1989-07-02,"1989","Coleoptera"
"23U554","Coleoptera","Carabidae","Scaphinotus","oreophilus","13.XI.1981",1981-11-13,"1981","Coleoptera"
"23U555","Coleoptera","Carabidae","Scaphinotus","punctatus","27.II.1981",1981-02-27,"1981","Coleoptera"
"23U556","Coleoptera","Carabidae","Scaphinotus","riversi","02.X.1980",1980-10-02,"1980","Coleoptera"
"23U557","Coleoptera","Carabidae","Scaphinotus","striatopunctatus","30.X.1982",1982-10-30,"1982","Coleoptera"
"23U558","Coleoptera","Carabidae","Scaphinotus","ventricosus","30.X.1982",1982-10-30,"1982","Coleoptera"
"23U559","Coleoptera","Carabidae","Elaphrus","sp.","14.VII.1989",1989-07-14,"1989","Coleoptera"
"23U560","Coleoptera","Carabidae","Omophron","dentatum","22.VI.1983",1983-06-22,"1983","Coleoptera"
"23U561","Coleoptera","Carabidae","Metrius","contractus","11.VI.2016",2016-06-11,"2016","Coleoptera"
"23U562","Coleoptera","Carabidae","Brachinus","mexicanus","26.III.1987",1987-03-26,"1987","Coleoptera"
"23U563","Coleoptera","Carabidae","Akephorus","marinus","12.XI.1981",1981-11-12,"1981","Coleoptera"
"23U564","Coleoptera","Carabidae","Schizogenius","sp.","14.VII.1981",1981-07-14,"1981","Coleoptera"
"23U565","Coleoptera","Carabidae","Promecognathus","laevissimus","01.V.1993",1993-05-01,"1993","Coleoptera"
"23U566","Coleoptera","Carabidae","Bembidion","commotum","20.VII.1983",1983-07-20,"1983","Coleoptera"
"23U567","Coleoptera","Carabidae","Bembidion","transversale","12.IV.1987",1987-04-12,"1987","Coleoptera"
"23U568","Coleoptera","Carabidae","Bembidion","breve","07.VIII.1980",1980-08-07,"1980","Coleoptera"
"23U569","Coleoptera","Carabidae","Bembidion","coloradense","07.VIII.1980",1980-08-07,"1980","Coleoptera"
"23U570","Coleoptera","Carabidae","Bembidion","breve","20.VII.1983",1983-07-20,"1983","Coleoptera"
"23U571","Coleoptera","Carabidae","Bembidion","nogalesium","29.VI.1982",1982-06-29,"1982","Coleoptera"
"23U572","Coleoptera","Carabidae","Thalassotrechus","barbarae","25.X.1980",1980-10-25,"1980","Coleoptera"
"23U573","Coleoptera","Carabidae","Pterostichus","inanis","22.IV.1981",1981-04-22,"1981","Coleoptera"
"23U574","Coleoptera","Carabidae","Pterostichus","serripes","01.VI.1996",1996-06-01,"1996","Coleoptera"
"23U575","Coleoptera","Carabidae","Pterostichus","tarsalis","22.IV.1993",1993-04-22,"1993","Coleoptera"
"23U576","Coleoptera","Carabidae","Amara","sp.","09.IX.1992",1992-09-09,"1992","Coleoptera"
"23U577","Coleoptera","Carabidae","Chlaenius","tricolor vigilans","13.III.1987",1987-03-13,"1987","Coleoptera"
"23U578","Coleoptera","Carabidae","Chlaenius","variabilipes","26.III.1987",1987-03-26,"1987","Coleoptera"
"23U579","Coleoptera","Carabidae","Anisodactylus","californicus","30.VII.1983",1983-07-30,"1983","Coleoptera"
"23U580","Coleoptera","Carabidae","Anisodactylus","consobrinus","28.VI.1982",1982-06-28,"1982","Coleoptera"
"23U581","Diptera (Brachycera)","Tephritidae","Terellia","fuscicornis","13.VIII.2007",2007-08-13,"2007","Diptera"
"23U582","Diptera (Brachycera)","Tephritidae","Terellia","fuscicornis","22.VIII.2000",2000-08-22,"2000","Diptera"
"23U583","Diptera (Brachycera)","Tephritidae","Terellia","fuscicornis","24.VIII.2009",2009-08-24,"2009","Diptera"
"23U585","Diptera (Brachycera)","Tephritidae","Terellia","occidentalis","4.VIII.1997",1997-08-04,"1997","Diptera"
"23U587","Diptera (Brachycera)","Tephritidae","Terellia","occidentalis","12.VI.2000",2000-06-12,"2000","Diptera"
"23U589","Diptera (Brachycera)","Tephritidae","Terellia","occidentalis","16.VII.1999",1999-07-16,"1999","Diptera"
"23U590","Diptera (Brachycera)","Tephritidae","Tomoplagia","cressoni","8.VII.2003",2003-07-08,"2003","Diptera"
"23U591","Diptera (Brachycera)","Tephritidae","Tomoplagia","cressoni","13.VI.2003",2003-06-13,"2003","Diptera"
"23U592","Diptera (Brachycera)","Tephritidae","Tomoplagia","cressoni","9.V.2006",2006-05-09,"2006","Diptera"
"23U593","Diptera (Brachycera)","Tephritidae","Trupanea","bisetosa","24.IV.1985",1985-04-24,"1985","Diptera"
"23U594","Diptera (Brachycera)","Tephritidae","Trupanea","bisetosa","24.IV.1985",1985-04-24,"1985","Diptera"
